id,churn_probability,risk_level,primary_threshold,above_primary_threshold,actual_churn,positive_driver_1,positive_driver_1_shap,positive_driver_1_abs_shap,positive_driver_1_value,positive_driver_1_type,positive_driver_2,positive_driver_2_shap,positive_driver_2_abs_shap,positive_driver_2_value,positive_driver_2_type,positive_driver_3,positive_driver_3_shap,positive_driver_3_abs_shap,positive_driver_3_value,positive_driver_3_type,positive_driver_4,positive_driver_4_shap,positive_driver_4_abs_shap,positive_driver_4_value,positive_driver_4_type,positive_driver_5,positive_driver_5_shap,positive_driver_5_abs_shap,positive_driver_5_value,positive_driver_5_type,negative_driver_1,negative_driver_1_shap,negative_driver_1_abs_shap,negative_driver_1_value,negative_driver_1_type,negative_driver_2,negative_driver_2_shap,negative_driver_2_abs_shap,negative_driver_2_value,negative_driver_2_type,negative_driver_3,negative_driver_3_shap,negative_driver_3_abs_shap,negative_driver_3_value,negative_driver_3_type,negative_driver_4,negative_driver_4_shap,negative_driver_4_abs_shap,negative_driver_4_value,negative_driver_4_type,negative_driver_5,negative_driver_5_shap,negative_driver_5_abs_shap,negative_driver_5_value,negative_driver_5_type
66513,0.011114220255485086,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.11450526,0.11450526,14.0,Risk-increasing contribution,recharge_count_std_6_8,0.095587924,0.095587924,5.557777333511022,Risk-increasing contribution,recharge_count_min_6_8,0.08896755,0.08896755,14.0,Risk-increasing contribution,total_ic_mou_change_6_to_8,0.07978948,0.07978948,-250.82000000000005,Risk-increasing contribution,max_rech_amt_7,0.06815172,0.06815172,30.0,Risk-increasing contribution,total_activity_8,-0.55132574,0.55132574,434.15,Risk-reducing contribution,last_day_rch_amt_8,-0.45657426,0.45657426,30.0,Risk-reducing contribution,total_ic_mou_8,-0.35274428,0.35274428,272.51,Risk-reducing contribution,total_ic_mou_min_6_8,-0.32596278,0.32596278,272.51,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.25047436,0.25047436,-0.0232186649267666,Risk-reducing contribution
14851,0.3341241489825011,High,0.1,True,0,total_activity_8,1.3925899,1.3925899,0.0,Risk-increasing contribution,total_ic_mou_8,0.4168836,0.4168836,0.0,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.28009468,0.28009468,-1.0,Risk-increasing contribution,roam_og_mou_8,0.20215693,0.20215693,73.33,Risk-increasing contribution,voice_rech_recency_8,0.19211112,0.19211112,12.0,Risk-increasing contribution,roam_ic_mou_change_6_to_8,-0.1922148,0.1922148,23.89,Risk-reducing contribution,loc_ic_mou_change_6_to_8,-0.1662975,0.1662975,-54.73,Risk-reducing contribution,last_day_rch_amt_8,-0.097668536,0.097668536,50.0,Risk-reducing contribution,arpu_min_6_8,-0.09539757,0.09539757,82.86,Risk-reducing contribution,roam_ic_mou_pct_change_7_to_8,-0.08209508,0.08209508,-0.0664322000781555,Risk-reducing contribution
38671,0.010188351791029246,Below Primary Threshold,0.1,False,0,aon,0.28151265,0.28151265,283.0,Risk-increasing contribution,total_og_mou_pct_change_7_to_8,0.14517213,0.14517213,5.375150060024009,Risk-increasing contribution,recharge_amt_pct_change_7_to_8,0.09304612,0.09304612,5.3,Risk-increasing contribution,loc_ic_mou_pct_change_6_to_8,0.06609196,0.06609196,-0.6749655683864816,Risk-increasing contribution,max_rech_amt_7,0.057643194,0.057643194,30.0,Risk-increasing contribution,last_day_rch_amt_8,-0.55885047,0.55885047,65.0,Risk-reducing contribution,total_activity_8,-0.53047043,0.53047043,138.45,Risk-reducing contribution,roam_og_mou_8,-0.3191542,0.3191542,0.0,Risk-reducing contribution,voice_rech_recency_8,-0.31659967,0.31659967,3.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.26191387,0.26191387,32.24,Risk-reducing contribution
50788,0.45303188348113643,High,0.1,True,0,total_activity_8,1.5340929,1.5340929,0.0,Risk-increasing contribution,total_ic_mou_8,0.41821828,0.41821828,0.0,Risk-increasing contribution,roam_og_mou_8,0.25595987,0.25595987,89.08,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.25447085,0.25447085,-1.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.14767975,0.14767975,0.0,Risk-increasing contribution,last_day_rch_amt_8,-0.4235107,0.4235107,149.0,Risk-reducing contribution,voice_rech_recency_8,-0.15509854,0.15509854,2.0,Risk-reducing contribution,max_rech_amt_8,-0.12642798,0.12642798,149.0,Risk-reducing contribution,loc_ic_mou_change_6_to_8,-0.10908407,0.10908407,-268.51,Risk-reducing contribution,arpu_min_6_8,-0.07721413,0.07721413,187.494,Risk-reducing contribution
50173,0.20051949434554248,High,0.1,True,0,total_activity_pct_change_7_to_8,0.95751804,0.95751804,-0.7817616240995416,Risk-increasing contribution,last_day_rch_amt_8,0.48876452,0.48876452,0.0,Risk-increasing contribution,voice_rech_recency_8,0.12159162,0.12159162,4.0,Risk-increasing contribution,voice_rech_recency_7,0.116186,0.116186,0.0,Risk-increasing contribution,spl_ic_mou_8,0.09075042,0.09075042,0.0,Risk-increasing contribution,total_ic_mou_8,-0.25819957,0.25819957,39.98,Risk-reducing contribution,total_ic_mou_min_6_8,-0.2079082,0.2079082,39.98,Risk-reducing contribution,roam_og_mou_8,-0.15407047,0.15407047,0.0,Risk-reducing contribution,total_activity_8,-0.15203848,0.15203848,53.31999999999999,Risk-reducing contribution,loc_ic_t2f_mou_8,-0.095403194,0.095403194,14.96,Risk-reducing contribution
52766,0.0018318795921636087,Below Primary Threshold,0.1,False,0,onnet_mou_8,0.041281972,0.041281972,0.0,Risk-increasing contribution,total_rech_num_8,0.03895789,0.03895789,7.0,Risk-increasing contribution,offnet_mou_8,0.03405892,0.03405892,146.53,Risk-increasing contribution,max_rech_amt_7,0.033172727,0.033172727,50.0,Risk-increasing contribution,recharge_num_change_6_to_8,0.032232825,0.032232825,5.0,Risk-increasing contribution,voice_rech_recency_8,-0.967378,0.967378,1.0,Risk-reducing contribution,total_activity_8,-0.5587143,0.5587143,274.79,Risk-reducing contribution,last_day_rch_amt_8,-0.35667387,0.35667387,50.0,Risk-reducing contribution,total_ic_mou_8,-0.34729314,0.34729314,128.26,Risk-reducing contribution,total_ic_mou_min_6_8,-0.23820834,0.23820834,120.54,Risk-reducing contribution
42348,0.809292373198496,Very High,0.1,True,1,total_activity_8,1.7744793,1.7744793,0.0,Risk-increasing contribution,total_ic_mou_8,0.633735,0.633735,0.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.22913906,0.22913906,0.0,Risk-increasing contribution,total_activity_6,0.21250683,0.21250683,0.0,Risk-increasing contribution,last_day_rch_amt_8,0.21061024,0.21061024,0.0,Risk-increasing contribution,roam_ic_mou_change_6_to_8,-0.11347728,0.11347728,-26.36,Risk-reducing contribution,roam_og_mou_change_6_to_8,-0.07440919,0.07440919,-90.14,Risk-reducing contribution,recharge_count_min_6_8,-0.066717826,0.066717826,0.0,Risk-reducing contribution,roam_og_mou_7,-0.066362485,0.066362485,11.66,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.063785106,0.063785106,-0.0296725950017562,Risk-reducing contribution
48285,0.0035522885441633,Below Primary Threshold,0.1,False,0,total_activity_pct_change_7_to_8,0.6508998,0.6508998,-0.7335869800882634,Risk-increasing contribution,total_activity_change_7_to_8,0.06447702,0.06447702,-1048.89,Risk-increasing contribution,arpu_std_6_8,0.04952503,0.04952503,118.9107824070915,Risk-increasing contribution,arpu_avg_6_8,0.04203347,0.04203347,413.272,Risk-increasing contribution,spl_ic_mou_8,0.04092708,0.04092708,0.0,Risk-increasing contribution,voice_rech_recency_8,-1.2236303,1.2236303,1.0,Risk-reducing contribution,last_day_rch_amt_8,-0.553013,0.553013,30.0,Risk-reducing contribution,total_activity_8,-0.4924993,0.4924993,380.92,Risk-reducing contribution,total_ic_mou_8,-0.32684314,0.32684314,158.86,Risk-reducing contribution,roam_og_mou_8,-0.2812995,0.2812995,0.0,Risk-reducing contribution
5082,0.005083387140528058,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.11256592,0.11256592,6.0,Risk-increasing contribution,onnet_mou_8,0.040141623,0.040141623,5.46,Risk-increasing contribution,spl_ic_mou_8,0.03336061,0.03336061,0.0,Risk-increasing contribution,max_rech_amt_8,0.029061569,0.029061569,50.0,Risk-increasing contribution,voice_rech_recency_8_high_flag,0.027182575,0.027182575,1.0,Risk-increasing contribution,total_activity_8,-0.5502593,0.5502593,326.88,Risk-reducing contribution,total_ic_mou_min_6_8,-0.40238577,0.40238577,159.71,Risk-reducing contribution,total_ic_mou_8,-0.33942762,0.33942762,211.94,Risk-reducing contribution,last_day_rch_amt_8,-0.2644205,0.2644205,50.0,Risk-reducing contribution,roam_og_mou_8,-0.21447408,0.21447408,0.0,Risk-reducing contribution
59790,0.020937789998810755,Below Primary Threshold,0.1,False,0,last_day_rch_amt_8,0.30780217,0.30780217,0.0,Risk-increasing contribution,voice_rech_recency_8,0.1715565,0.1715565,5.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.17088431,0.17088431,6.53,Risk-increasing contribution,max_rech_amt_7,0.058686066,0.058686066,0.0,Risk-increasing contribution,loc_og_t2m_mou_7,0.042792253,0.042792253,32.74,Risk-increasing contribution,spl_ic_mou_8,-0.956181,0.956181,0.16,Risk-reducing contribution,total_activity_8,-0.22139995,0.22139995,39.59,Risk-reducing contribution,roam_og_mou_8,-0.17359847,0.17359847,0.0,Risk-reducing contribution,total_ic_mou_8,-0.14625871,0.14625871,12.63,Risk-reducing contribution,total_voice_mou_8,-0.14200266,0.14200266,39.59,Risk-reducing contribution
19138,0.003450168685421227,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.20122953,0.20122953,23.0,Risk-increasing contribution,isd_ic_mou_8,0.122168586,0.122168586,13.73,Risk-increasing contribution,arpu_std_6_8,0.07427603,0.07427603,208.0644971098038,Risk-increasing contribution,arpu_8,0.05677653,0.05677653,645.698,Risk-increasing contribution,total_rech_num_7,0.054931894,0.054931894,20.0,Risk-increasing contribution,voice_rech_recency_8,-1.5903862,1.5903862,0.0,Risk-reducing contribution,total_activity_8,-0.6491378,0.6491378,1514.25,Risk-reducing contribution,roam_og_mou_8,-0.43778503,0.43778503,0.0,Risk-reducing contribution,last_day_rch_amt_8,-0.42867813,0.42867813,50.0,Risk-reducing contribution,total_ic_mou_8,-0.3255742,0.3255742,393.81,Risk-reducing contribution
5649,0.07331179614127827,Below Primary Threshold,0.1,False,1,total_ic_mou_min_6_8,0.43054917,0.43054917,0.0,Risk-increasing contribution,aon,0.21555257,0.21555257,362.0,Risk-increasing contribution,total_activity_pct_change_6_to_8,0.13171592,0.13171592,373.8061224489796,Risk-increasing contribution,total_og_mou_pct_change_7_to_8,0.10936057,0.10936057,2.994462025316456,Risk-increasing contribution,loc_ic_t2m_mou_8,0.10286001,0.10286001,0.0,Risk-increasing contribution,total_activity_8,-0.54177475,0.54177475,367.31,Risk-reducing contribution,last_day_rch_amt_8,-0.45805404,0.45805404,30.0,Risk-reducing contribution,roam_og_mou_8,-0.30297846,0.30297846,0.0,Risk-reducing contribution,voice_rech_recency_8,-0.295763,0.295763,2.0,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.1906124,0.1906124,2.8257473179877097,Risk-reducing contribution
36475,0.8681245438365746,Very High,0.1,True,1,total_activity_8,1.9687074,1.9687074,0.0,Risk-increasing contribution,total_ic_mou_8,0.8506774,0.8506774,0.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.34329122,0.34329122,0.0,Risk-increasing contribution,last_day_rch_amt_8,0.24075048,0.24075048,0.0,Risk-increasing contribution,total_voice_mou_8,0.18227927,0.18227927,0.0,Risk-increasing contribution,std_ic_mou_std_6_8,-0.0804921,0.0804921,0.0,Risk-reducing contribution,roam_og_mou_8,-0.05680961,0.05680961,0.0,Risk-reducing contribution,total_activity_6,-0.04915001,0.04915001,565.41,Risk-reducing contribution,voice_rech_recency_7,-0.046699308,0.046699308,7.0,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.046668697,0.046668697,-0.0296725950017562,Risk-reducing contribution
688,0.0032025064263907998,Below Primary Threshold,0.1,False,0,recharge_count_min_6_8,0.048309285,0.048309285,8.0,Risk-increasing contribution,total_rech_num_8,0.046975303,0.046975303,8.0,Risk-increasing contribution,max_rech_amt_7,0.0468687,0.0468687,33.0,Risk-increasing contribution,voice_rech_recency_7,0.03892016,0.03892016,2.0,Risk-increasing contribution,spl_ic_mou_8,0.037163533,0.037163533,0.0,Risk-increasing contribution,total_activity_8,-0.52326876,0.52326876,160.59,Risk-reducing contribution,last_day_rch_amt_8,-0.3848521,0.3848521,50.0,Risk-reducing contribution,voice_rech_recency_8,-0.33836544,0.33836544,2.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.33723423,0.33723423,111.06,Risk-reducing contribution,total_ic_mou_8,-0.32681862,0.32681862,111.06,Risk-reducing contribution
63977,0.004965854875949785,Below Primary Threshold,0.1,False,0,arpu_std_6_8,0.08370697,0.08370697,140.38765076348022,Risk-increasing contribution,loc_ic_mou_change_6_to_8,0.060495682,0.060495682,-187.93,Risk-increasing contribution,total_ic_mou_change_7_to_8,0.05855046,0.05855046,154.21,Risk-increasing contribution,total_rech_num_8,0.057095334,0.057095334,7.0,Risk-increasing contribution,arpu_8,0.05177935,0.05177935,546.396,Risk-increasing contribution,last_day_rch_amt_8,-0.70228314,0.70228314,130.0,Risk-reducing contribution,total_activity_8,-0.6072508,0.6072508,729.87,Risk-reducing contribution,total_ic_mou_8,-0.3737698,0.3737698,334.49,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.2842478,0.2842478,1.2711911874533233,Risk-reducing contribution,total_ic_mou_min_6_8,-0.27629462,0.27629462,180.28,Risk-reducing contribution
67249,0.002834499328167799,Below Primary Threshold,0.1,False,0,isd_ic_mou_8,0.18579257,0.18579257,8.76,Risk-increasing contribution,total_rech_num_8,0.05742968,0.05742968,10.0,Risk-increasing contribution,loc_og_t2m_mou_8,0.056171898,0.056171898,82.16,Risk-increasing contribution,roam_og_mou_std_6_8,0.046626095,0.046626095,42.13885011351032,Risk-increasing contribution,std_og_mou_change_7_to_8,0.038814526,0.038814526,-126.45000000000005,Risk-increasing contribution,voice_rech_recency_8,-0.92809224,0.92809224,1.0,Risk-reducing contribution,total_activity_8,-0.5626604,0.5626604,734.9499999999999,Risk-reducing contribution,last_day_rch_amt_8,-0.52303654,0.52303654,110.0,Risk-reducing contribution,roam_og_mou_8,-0.38637802,0.38637802,0.0,Risk-reducing contribution,total_ic_mou_8,-0.34048134,0.34048134,115.54,Risk-reducing contribution
43181,0.01891416968290225,Below Primary Threshold,0.1,False,0,arpu_std_6_8,0.10441885,0.10441885,136.4769800442551,Risk-increasing contribution,voice_rech_recency_8,0.08551496,0.08551496,6.0,Risk-increasing contribution,loc_og_t2m_mou_7,0.066191606,0.066191606,28.64,Risk-increasing contribution,std_ic_mou_std_6_8,0.065717354,0.065717354,16.457392124986132,Risk-increasing contribution,total_rech_num_8,0.060905658,0.060905658,8.0,Risk-increasing contribution,total_activity_8,-0.579269,0.579269,1844.07,Risk-reducing contribution,spl_ic_mou_8,-0.5212773,0.5212773,0.03,Risk-reducing contribution,roam_og_mou_8,-0.27493596,0.27493596,0.0,Risk-reducing contribution,total_ic_mou_8,-0.2656995,0.2656995,268.84,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.20777072,0.20777072,0.1909750253492381,Risk-reducing contribution
20461,0.00627446059470565,Below Primary Threshold,0.1,False,0,aon,0.20674855,0.20674855,300.0,Risk-increasing contribution,total_og_mou_pct_change_7_to_8,0.09376761,0.09376761,0.5845199547458356,Risk-increasing contribution,total_rech_num_8,0.056032818,0.056032818,11.0,Risk-increasing contribution,max_rech_amt_8,0.05168073,0.05168073,67.0,Risk-increasing contribution,recharge_count_std_6_8,0.046993874,0.046993874,4.320493798938574,Risk-increasing contribution,voice_rech_recency_8,-1.207032,1.207032,0.0,Risk-reducing contribution,total_activity_8,-0.5611984,0.5611984,434.34,Risk-reducing contribution,last_day_rch_amt_8,-0.4444375,0.4444375,30.0,Risk-reducing contribution,roam_og_mou_8,-0.42219082,0.42219082,0.0,Risk-reducing contribution,total_ic_mou_8,-0.1992016,0.1992016,28.18,Risk-reducing contribution
20258,0.007152396173257873,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.37220505,0.37220505,14.0,Risk-increasing contribution,aon,0.11867842,0.11867842,415.0,Risk-increasing contribution,std_ic_mou_std_6_8,0.054629166,0.054629166,44.419099745742514,Risk-increasing contribution,std_ic_mou_change_6_to_8,0.054508217,0.054508217,98.63,Risk-increasing contribution,std_ic_t2t_mou_8,0.04411107,0.04411107,13.74,Risk-increasing contribution,total_activity_8,-0.5436655,0.5436655,895.1499999999999,Risk-reducing contribution,last_day_rch_amt_8,-0.54204947,0.54204947,150.0,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.3474673,0.3474673,0.6299162418062633,Risk-reducing contribution,total_ic_mou_8,-0.3103757,0.3103757,290.34,Risk-reducing contribution,roam_og_mou_8,-0.30850074,0.30850074,0.0,Risk-reducing contribution
69372,0.010967839583060074,Below Primary Threshold,0.1,False,0,isd_ic_mou_8,0.288561,0.288561,135.66,Risk-increasing contribution,aon,0.2572571,0.2572571,312.0,Risk-increasing contribution,total_og_mou_pct_change_7_to_8,0.13867326,0.13867326,15.834586466165414,Risk-increasing contribution,max_rech_amt_7,0.058203176,0.058203176,25.0,Risk-increasing contribution,spl_ic_mou_8,0.03888434,0.03888434,0.0,Risk-increasing contribution,total_activity_8,-0.55960476,0.55960476,1253.16,Risk-reducing contribution,total_ic_mou_min_6_8,-0.44272542,0.44272542,236.38,Risk-reducing contribution,last_day_rch_amt_8,-0.3914502,0.3914502,50.0,Risk-reducing contribution,vol_3g_mb_8,-0.33105665,0.33105665,844.91,Risk-reducing contribution,total_ic_mou_8,-0.31279582,0.31279582,353.09,Risk-reducing contribution
33115,0.0028466754347369417,Below Primary Threshold,0.1,False,0,arpu_std_6_8,0.07446367,0.07446367,143.28164703827213,Risk-increasing contribution,arpu_change_7_to_8,0.065859556,0.065859556,328.689,Risk-increasing contribution,spl_og_mou_7,0.05766036,0.05766036,10.96,Risk-increasing contribution,spl_og_mou_8,0.053485632,0.053485632,19.66,Risk-increasing contribution,arpu_change_6_to_8,0.05131962,0.05131962,270.909,Risk-increasing contribution,last_day_rch_amt_8,-0.7034294,0.7034294,169.0,Risk-reducing contribution,total_activity_8,-0.588766,0.588766,713.97,Risk-reducing contribution,total_ic_mou_8,-0.32920957,0.32920957,226.83,Risk-reducing contribution,total_ic_mou_min_6_8,-0.29714403,0.29714403,141.89,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.27300066,0.27300066,0.9536735531536464,Risk-reducing contribution
33629,0.008532478655346435,Below Primary Threshold,0.1,False,0,aon,0.121857375,0.121857375,299.0,Risk-increasing contribution,total_ic_mou_change_6_to_8,0.096089564,0.096089564,-430.09,Risk-increasing contribution,total_rech_num_8,0.08433583,0.08433583,8.0,Risk-increasing contribution,max_rech_amt_8,0.062276136,0.062276136,20.0,Risk-increasing contribution,max_rech_amt_7,0.059789263,0.059789263,20.0,Risk-increasing contribution,total_activity_8,-0.56025594,0.56025594,372.52,Risk-reducing contribution,std_ic_t2f_mou_8,-0.36708358,0.36708358,10.01,Risk-reducing contribution,total_ic_mou_8,-0.36384845,0.36384845,303.59,Risk-reducing contribution,total_ic_mou_min_6_8,-0.35591698,0.35591698,303.59,Risk-reducing contribution,roam_og_mou_8,-0.26647195,0.26647195,0.0,Risk-reducing contribution
66226,0.0015860584192709543,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.05532304,0.05532304,8.0,Risk-increasing contribution,total_activity_pct_change_6_to_8,0.0448949,0.0448949,8.908865599773403,Risk-increasing contribution,vol_2g_mb_change_6_to_8,0.03390774,0.03390774,987.82,Risk-increasing contribution,recharge_num_pct_change_6_to_8,0.03099575,0.03099575,0.6,Risk-increasing contribution,std_ic_mou_std_6_8,0.029933924,0.029933924,4.461997559638757,Risk-increasing contribution,voice_rech_recency_8,-1.1521848,1.1521848,0.0,Risk-reducing contribution,total_activity_8,-0.61528397,0.61528397,1399.33,Risk-reducing contribution,spl_ic_mou_8,-0.50712544,0.50712544,0.01,Risk-reducing contribution,total_ic_mou_8,-0.3424821,0.3424821,303.76,Risk-reducing contribution,roam_og_mou_8,-0.26265922,0.26265922,0.0,Risk-reducing contribution
24980,0.006290299852366701,Below Primary Threshold,0.1,False,0,total_ic_mou_min_6_8,0.34977567,0.34977567,0.0,Risk-increasing contribution,aon,0.14439061,0.14439061,236.0,Risk-increasing contribution,total_voice_mou_7,0.12698495,0.12698495,0.0,Risk-increasing contribution,total_ic_mou_7,0.09622897,0.09622897,0.0,Risk-increasing contribution,total_activity_6,0.08650439,0.08650439,0.0,Risk-increasing contribution,voice_rech_recency_8,-1.5035856,1.5035856,0.0,Risk-reducing contribution,total_activity_8,-0.5725762,0.5725762,552.38,Risk-reducing contribution,total_ic_mou_8,-0.4253736,0.4253736,66.84,Risk-reducing contribution,last_day_rch_amt_8,-0.4215161,0.4215161,20.0,Risk-reducing contribution,roam_og_mou_8,-0.32948276,0.32948276,0.0,Risk-reducing contribution
6197,0.0024039610689535642,Below Primary Threshold,0.1,False,0,loc_og_t2c_mou_8,0.111283235,0.111283235,25.98,Risk-increasing contribution,arpu_std_6_8,0.06942914,0.06942914,110.16917225895013,Risk-increasing contribution,total_rech_num_8,0.06373828,0.06373828,10.0,Risk-increasing contribution,std_og_mou_pct_change_6_to_8,0.04916328,0.04916328,8.030056664203004,Risk-increasing contribution,std_ic_mou_std_6_8,0.04308258,0.04308258,10.95164219040536,Risk-increasing contribution,voice_rech_recency_8,-1.0953636,1.0953636,0.0,Risk-reducing contribution,total_activity_8,-0.6464327,0.6464327,1211.03,Risk-reducing contribution,last_day_rch_amt_8,-0.53338265,0.53338265,130.0,Risk-reducing contribution,roam_og_mou_8,-0.4398818,0.4398818,0.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.41784558,0.41784558,451.63,Risk-reducing contribution
18311,0.007430992992157667,Below Primary Threshold,0.1,False,0,total_ic_mou_min_6_8,0.28930056,0.28930056,0.0,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.11371729,0.11371729,-0.3956804651806729,Risk-increasing contribution,total_activity_6,0.08409013,0.08409013,0.0,Risk-increasing contribution,total_voice_mou_6,0.04106152,0.04106152,0.0,Risk-increasing contribution,spl_ic_mou_8,0.039184827,0.039184827,0.0,Risk-increasing contribution,voice_rech_recency_8,-1.2739918,1.2739918,1.0,Risk-reducing contribution,last_day_rch_amt_8,-0.43894005,0.43894005,10.0,Risk-reducing contribution,total_activity_8,-0.34277788,0.34277788,87.3,Risk-reducing contribution,total_ic_mou_8,-0.33829048,0.33829048,36.39,Risk-reducing contribution,roam_og_mou_8,-0.2923706,0.2923706,0.0,Risk-reducing contribution
61043,0.011704346416665394,Below Primary Threshold,0.1,False,0,total_rech_num_8,0.35211027,0.35211027,22.0,Risk-increasing contribution,arpu_8,0.07868168,0.07868168,527.582,Risk-increasing contribution,loc_ic_t2t_mou_7,0.0694097,0.0694097,67.73,Risk-increasing contribution,arpu_std_6_8,0.059790593,0.059790593,181.03939450910184,Risk-increasing contribution,total_og_mou_pct_change_7_to_8,0.05821282,0.05821282,-0.2630552979853325,Risk-increasing contribution,voice_rech_recency_8,-0.6511959,0.6511959,2.0,Risk-reducing contribution,total_activity_8,-0.59820205,0.59820205,995.83,Risk-reducing contribution,last_day_rch_amt_8,-0.42866036,0.42866036,50.0,Risk-reducing contribution,total_ic_mou_min_6_8,-0.34752148,0.34752148,152.99,Risk-reducing contribution,total_ic_mou_8,-0.32077333,0.32077333,296.44,Risk-reducing contribution
57732,0.007560897612925623,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.34999913,0.34999913,10.0,Risk-increasing contribution,arpu_std_6_8,0.11283012,0.11283012,149.31671961155442,Risk-increasing contribution,arpu_8,0.10136648,0.10136648,1802.22,Risk-increasing contribution,isd_ic_mou_8,0.10066144,0.10066144,4.05,Risk-increasing contribution,arpu_avg_6_8,0.10010944,0.10010944,1633.006666666667,Risk-increasing contribution,total_activity_8,-0.568249,0.568249,1464.9699999999998,Risk-reducing contribution,total_ic_mou_min_6_8,-0.49814907,0.49814907,454.64,Risk-reducing contribution,last_day_rch_amt_8,-0.41961974,0.41961974,500.0,Risk-reducing contribution,total_ic_mou_8,-0.30082342,0.30082342,704.81,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.29518828,0.29518828,0.462410781133017,Risk-reducing contribution
49423,0.9017388708912993,Very High,0.1,True,1,total_activity_8,1.7943634,1.7943634,0.0,Risk-increasing contribution,total_ic_mou_8,0.67038125,0.67038125,0.0,Risk-increasing contribution,last_day_rch_amt_8,0.26989853,0.26989853,0.0,Risk-increasing contribution,total_activity_pct_change_7_to_8,0.26399463,0.26399463,-1.0,Risk-increasing contribution,total_ic_mou_min_6_8,0.21817312,0.21817312,0.0,Risk-increasing contribution,roam_og_mou_8,-0.06306764,0.06306764,0.0,Risk-reducing contribution,total_og_mou_pct_change_7_to_8,-0.052904278,0.052904278,-1.0,Risk-reducing contribution,arpu_std_6_8,-0.049684703,0.049684703,89.40225903558962,Risk-reducing contribution,total_rech_num_8,-0.047657922,0.047657922,1.0,Risk-reducing contribution,recharge_value_per_transaction_8,-0.043022204,0.043022204,0.0,Risk-reducing contribution
2994,0.005284053447433712,Below Primary Threshold,0.1,False,0,voice_rech_recency_8,0.5720022,0.5720022,24.0,Risk-increasing contribution,loc_og_mou_6,0.045778196,0.045778196,184.01,Risk-increasing contribution,max_rech_amt_7,0.042561,0.042561,90.0,Risk-increasing contribution,std_ic_mou_pct_change_6_to_8,0.034196895,0.034196895,38.3125,Risk-increasing contribution,loc_ic_mou_std_6_8,0.029665861,0.029665861,34.77265336758502,Risk-increasing contribution,total_activity_8,-0.5196083,0.5196083,382.7,Risk-reducing contribution,total_ic_mou_min_6_8,-0.38272625,0.38272625,230.51,Risk-reducing contribution,total_ic_mou_8,-0.36300042,0.36300042,230.51,Risk-reducing contribution,last_day_rch_amt_8,-0.33899426,0.33899426,128.0,Risk-reducing contribution,total_activity_pct_change_7_to_8,-0.23128788,0.23128788,-0.0338542324101891,Risk-reducing contribution
4688,0.006998230428444359,Below Primary Threshold,0.1,False,0,std_ic_t2f_mou_6,0.16277155,0.16277155,1.28,Risk-increasing contribution,loc_og_t2m_mou_8,0.07915659,0.07915659,84.43,Risk-increasing contribution,max_rech_amt_7,0.070687585,0.070687585,50.0,Risk-increasing contribution,total_rech_num_8,0.04792203,0.04792203,8.0,Risk-increasing contribution,max_rech_amt_8,0.038522422,0.038522422,41.0,Risk-increasing contribution,total_activity_8,-0.534912,0.534912,222.29,Risk-reducing contribution,voice_rech_recency_8,-0.37038523,0.37038523,3.0,Risk-reducing contribution,last_day_rch_amt_8,-0.3412113,0.3412113,30.0,Risk-reducing contribution,total_ic_mou_8,-0.32257557,0.32257557,111.91,Risk-reducing contribution,total_ic_mou_min_6_8,-0.27846465,0.27846465,111.91,Risk-reducing contribution
